episode,time,x,y,z,roll,pitch,yaw,u,v,w,p,q,r,airspeed,action_1,action_2,action_3,throttle
1.0,0.0,0.0,0.0,0.0,-0.028860811999616428,0.0346469809256223,-0.21849482642852078,16.10578926314043,-0.05077651762272862,0.5638781527963675,0.0014701420441269875,-0.010353291407227516,-0.006357182282954454,15.264202117919922,0.0,0.0,0.0,50.0
1.0,0.05014920234680176,0.8198302361966188,0.005350563049884266,0.0,-0.030246818942603847,0.03437443012355523,-0.21885767679343682,16.05248002542985,-0.05233334249291563,0.564318609483545,-0.03744594752788544,-0.0015624877996742725,-0.005558607168495655,15.264202117919922,-16.341613233089447,29.063987731933594,27.544190883636475,52.77120396471596
1.0,0.10030007362365723,1.4579079220122555,0.007543288234467038,0.0,-0.043445578823255886,0.04947365766317829,-0.2141442557685656,15.985235346083806,-0.15528474016406754,0.8165636998114747,-0.3191336989402771,0.47322988510131836,0.17327351868152618,15.202778816223145,-39.786869287490845,-124.71708655357361,52.74231433868408,52.749412883527484
1.0,0.1504507064819336,2.2125383287278093,-0.0015830869939554293,0.0099945068359375,-0.05256776943855333,0.0698653983919433,-0.2022273837043055,15.89243714860397,-0.40859467557533097,1.1047560965932448,-0.2658521234989166,0.48027390241622925,0.3875628709793091,15.202778816223145,70.33964395523071,-119.5281708240509,48.49885940551758,53.95627822607778
1.0,0.20060443878173828,2.816048962713349,0.002230570144428845,0.0,-0.019545946197845075,0.044882125971639854,-0.16721582103056254,15.843447910015575,-0.9445699836696287,0.46335671878978146,0.8424965143203735,-0.6683415174484253,0.6682502627372742,15.118952751159668,151.7810583114624,-126.93405032157898,18.84477138519287,55.584685978847006
1.0,0.25075674057006836,3.696115455164113,-0.006940402856910777,-0.0200042724609375,0.06591143959130007,-0.04739462923870978,-0.13911711342080338,15.639948764727473,-1.4407199724286923,-1.1144714837600245,2.316997528076172,-2.5832457542419434,0.7522572875022888,15.118952751159668,-79.64312732219696,26.984975337982178,-26.1765718460083,53.589364721949764
1.0,0.300905704498291,4.3381286554723015,-0.02247206586144901,-0.0300140380859375,0.14028871474570884,-0.1693042589017143,-0.1300985109618805,15.369135954689376,-1.7308902149342618,-2.3234896172160204,1.3489949703216553,-2.734619140625,0.4084078371524811,15.024069786071777,181.81037306785583,73.9539098739624,8.97040843963623,46.209848971189714
1.0,0.35104918479919434,4.9959795152585365,-0.0065907777388407585,0.0,0.10212740034097409,-0.24730706270394565,-0.14695958457133185,15.395305573572891,-1.2408949645353862,-2.2798444773608413,-1.3775895833969116,-1.1561890840530396,-0.27738577127456665,15.024069786071777,-124.00281429290771,-131.12619280815125,56.77875280380249,36.52027229221627
1.0,0.40113067626953125,5.746666959477257,0.0020055814706263497,0.1199951171875,0.11081195282817245,-0.20943921442093844,-0.1577685258565218,15.568871728353269,-0.7773564107415043,-0.04157894509811211,0.7431643009185791,1.2350263595581055,-0.17564816772937775,14.8765869140625,140.84907174110413,-172.7907693386078,-39.583221673965454,30.41649240512907
1.0,0.45127344131469727,6.555623109422749,0.00494166772289506,0.30999755859375,0.13086945632765828,-0.12382106172823068,-0.1306465480084706,15.402377921592606,-0.8883886243209116,2.052207213410984,0.34625211358070374,1.0048974752426147,0.3384082019329071,14.8765869140625,18.818378448486328,-134.14669275283813,-7.8177666664123535,33.367087882903164
1.0,0.5149979591369629,7.6224053120436075,0.02792886891745794,0.54998779296875,0.1755266624926362,-0.23202010595473233,-0.1535664884521659,15.476038470756329,-0.6529215022693138,-0.5428923037298357,0.6385583877563477,-1.8229990005493164,-0.07067226618528366,14.829957962036133,-110.84907352924347,-128.9275324344635,-21.651012897491455,40.119607423141765
1.0,0.5670959949493408,8.832420948963003,0.073423368622064,0.769989013671875,0.03749605092028346,-0.3651035980837807,-0.1960577516148783,15.055546014853999,0.28896455298104834,-2.6102211596427636,-3.009237289428711,-2.5229640007019043,-0.5458813905715942,14.829957962036133,185.78299283981323,63.04128885269165,-17.286078929901123,31.604482695079064
1.0,0.6291327476501465,9.611780241433985,0.1069842389110367,0.959991455078125,0.08691969870589428,-0.42213681051035873,-0.22875544865219044,15.071066180453471,0.5823774537289398,-1.9381416624698193,2.327892780303955,-0.2155473381280899,-0.365551620721817,14.670093536376953,142.98400282859802,-104.82447266578674,53.918938636779785,21.436314720566514
1.0,0.6792759895324707,10.482008154372274,0.14212330538196438,1.2899932861328125,0.2367099115627457,-0.38982903393783414,-0.22234248077208016,15.13447479574813,0.5593738962579051,0.2044436648530441,4.1358842849731445,1.1071523427963257,0.12101386487483978,14.670093536376953,223.17363023757935,-67.07850694656372,-0.08203268051147461,17.22315050312666
1.0,0.7294180393218994,11.014408032414735,0.15804588377502737,1.529998779296875,0.38646003781998345,-0.34241124282198515,-0.18720658366553514,15.042959294195452,0.41844360431021643,1.2638849856626617,3.1848371028900146,1.0501420497894287,0.399650514125824,14.530207633972168,9.569934010505676,173.38640213012695,51.31899833679199,19.59757747937857
