episode,time,x,y,z,roll,pitch,yaw,u,v,w,p,q,r,airspeed,action_1,action_2,action_3,throttle
1.0,0.0,0.0,0.0,0.0,-0.03929162155272643,0.03188680419767822,3.033382941263061,16.496038444555406,-0.05597265091409678,0.561830131522982,-0.0017321957275271416,-0.007157228421419859,-0.01194746233522892,15.57617473602295,0.0,0.0,0.0,50.0
1.0,0.05008053779602051,0.9172842192377241,0.008332033355851656,0.0,-0.03820942350707354,0.03235457128344453,3.0327029730494846,16.458414322832276,-0.05555371609648789,0.5663273445169553,0.0463021881878376,0.026161352172493935,-0.014049364253878593,15.57617473602295,11.256220258251687,180.0,0.0,52.55051207124221
1.0,0.10016036033630371,1.6574960341801601,-0.0025873751193286887,0.0099945068359375,-0.03040491789044828,0.06703177664209543,3.031054298329861,16.361740873141496,-0.05057159528240435,1.1563128193708991,0.16673347353935242,1.0098787546157837,-0.006582269910722971,15.518445014953613,10.946193359805392,179.18317537490452,0.0,52.587914134888265
1.0,0.15031981468200684,2.48526270970006,0.0051523989931918646,0.0099945068359375,-0.02401338911766069,0.1854312659917138,3.0287641516629105,16.027361379071195,-0.060494506801167074,3.0021616885571127,0.14428958296775818,3.0313961505889893,0.031044356524944305,15.518445014953613,8.710367228027906,177.75193048895926,0.0,55.35852715163724
1.0,0.20127606391906738,3.2476052370491253,-0.003347511895818278,-0.0099945068359375,-0.01725351988142239,0.3900071338501829,3.0286912377272044,15.229394904520692,-0.10443637348813245,5.367971398566804,0.11142529547214508,3.7705788612365723,0.09108448028564453,15.414342880249023,6.879329138726689,175.64930228723188,0.0,64.7496338708544
1.0,0.25299525260925293,4.111512005889508,-0.01907887642059719,-0.1100006103515625,-0.010583276620250139,0.5529574687337673,3.032228586915477,14.934573744548304,-0.16255019082030703,5.45220215826142,0.08420076966285706,2.6691110134124756,0.09726043045520782,15.414342880249023,4.942769281099828,172.20009323652073,0.0,80.41560106209224
1.0,0.3031280040740967,4.951326203147277,-0.019170399957682105,-0.3699951171875,-0.005045232594610546,0.6908351172168142,3.036462713200115,14.870252523657102,-0.19708824006891035,4.782522311227452,0.05883805453777313,2.9655063152313232,0.09134286642074585,15.131239891052246,3.0318853736204403,166.77861291162236,0.0,92.01650032015701
1.0,0.35320305824279785,5.646291955848777,-0.025865002850995467,-0.709991455078125,0.0013436474139024853,0.854747619988536,3.0431862157513954,14.561334251804155,-0.23383459866373144,5.120480873384098,0.031292133033275604,3.6129913330078125,0.11535673588514328,15.131239891052246,1.44535265012766,160.718200520251,0.0,100.0
1.0,0.40326404571533203,6.2396918191302095,-0.025312982567528675,-1.1100006103515625,0.010816704488989547,0.9967753217579302,3.054084090065629,14.49669760027934,-0.27238207921927127,4.915983781587982,0.016490940004587173,2.8625800609588623,0.12467196583747864,14.859393119812012,-0.38492662411553624,156.69483999474903,0.0,100.0
1.0,0.45334482192993164,6.744560096613625,-0.03439385598789646,-1.589996337890625,0.02260878493687055,1.1107080756745376,3.06704998885105,14.645958736333906,-0.28249726860412366,4.173237752674038,0.009035416878759861,2.435429334640503,0.08766783773899078,14.859393119812012,-3.0987575311214925,153.9204776571139,0.0,100.0
1.0,0.5034830570220947,7.181066465494044,-0.032636371722569724,-2.1399993896484375,0.04769447446144593,1.2808175367255281,3.095494928318999,14.440411426959027,-0.29026272076827936,4.680668116914004,-0.02957969158887863,3.3422906398773193,0.08703595399856567,14.635920524597168,-6.476939687494223,152.20977290146016,0.0,100.0
1.0,0.5536131858825684,7.5954412980034585,-0.03329080027290743,-2.8499908447265625,0.10470672656926981,1.4090491062160273,-3.125713911506702,14.513481698369601,-0.2875431528956931,4.209103741984125,-0.10428544878959656,2.750699758529663,0.09124134480953217,14.635920524597168,-13.663460260075283,151.14742786435806,0.0,100.0
1.0,0.6037552356719971,7.829802669927924,-0.026088288885029565,-3.470001220703125,1.0546552460560694,1.547771178535706,-2.1630342738060486,14.427174269758625,-0.31694179138987816,4.269216946655624,-0.21855315566062927,2.8880953788757324,0.07274819910526276,14.477754592895508,-29.996267148268203,149.65148936386151,0.0,100.0
1.0,0.6539063453674316,8.007853447372513,-0.015878305478875476,-4.279998779296875,2.947856428228772,1.442056706170503,-0.2504474414930639,14.41403246514542,-0.32892037011112074,3.9927899594702962,-0.46926987171173096,3.064828872680664,0.08388733863830566,14.477754592895508,0.0,148.22673189003484,0.0,100.0
1.0,0.7040374279022217,8.041051987875582,-0.012271813411137034,-4.9499969482421875,3.0272634721546967,1.3125209147473,-0.16712771091188924,14.37478229817142,-0.3053732824006962,3.8549570325672096,0.07219213992357254,2.825093984603882,0.09225472062826157,14.274995803833008,55.50133943287517,146.2969977775988,0.0,100.0
1.0,0.7541749477386475,8.006873753731083,-0.00686001334770181,-5.6199951171875,3.0963363865642552,1.1429641851093693,-0.13713494029459836,14.189848087693752,-0.1541129065541799,4.2991449093996525,0.9744700193405151,2.891660690307617,0.06619815528392792,14.274995803833008,32.752897369026186,144.66989566821087,0.0,100.0
1.0,0.8043158054351807,7.8278424586806885,-0.008044119852176679,-6.470001220703125,3.1266785720241588,1.0232115311446144,-0.13324031792496563,14.342645500030756,-0.09251518100207565,3.4803170317383967,0.45606642961502075,2.817913293838501,0.027735581621527672,14.171053886413574,12.964965292209001,143.39991614434058,0.0,100.0
1.0,0.8544473648071289,7.603565101389358,-0.0050034207747845505,-7.0500030517578125,3.1391420765288927,0.8971023003007839,-0.13516007057123472,14.33308187194351,-0.07468451026422247,3.479569990809999,0.33044636249542236,2.826093912124634,0.06055748090147972,14.171053886413574,4.2725695814572475,141.90675264514744,0.0,100.0
1.0,0.9045896530151367,7.278709460526516,-0.003771902522126891,-7.6300048828125,-3.1398275894866154,0.7678681529812257,-0.14006428421031872,14.35790710946976,-0.09148736629366178,3.455984943669052,0.09831498563289642,2.7990517616271973,0.0716426745057106,14.050939559936523,0.7020386043446365,141.69796822960086,0.0,100.0
1.0,0.9547238349914551,6.8744219385077345,0.007095397411458371,-8.17999267578125,-3.139828927412905,0.6318375255133143,-0.14508743113257988,14.410672962685762,-0.11200051486790835,3.491800439072364,0.06592767685651779,2.799215316772461,0.07538219541311264,14.050939559936523,-0.5056536108756973,142.10546544167198,0.0,100.0
1.0,1.0048038959503174,6.379638499621828,0.026411896526590484,-8.69000244140625,-3.1407980767377213,0.4944641941444629,-0.14939248003875535,14.525969322525498,-0.12674859942653333,3.470103328223252,0.019676992669701576,2.8221383094787598,0.06928131729364395,14.00575065612793,-0.5052703232329634,143.41059514806477,0.0,97.25028269162694
1.0,1.0548744201660156,5.785257294770216,0.034893337915308686,-9.139999389648438,-3.140890682607109,0.3491760532783811,-0.152818215708809,14.660283344985862,-0.12896140142833862,3.574325338402476,0.027600612491369247,2.822957754135132,0.056380629539489746,14.00575065612793,-0.2276294972204198,145.74730585719612,0.0,87.96480725745357
1.0,1.1049399375915527,5.09841616941899,0.06986773553623932,-9.520004272460938,-3.140372033271244,0.20450508797070846,-0.15541867570294263,14.871525146511068,-0.11921106291834,3.5712737558672254,0.027417615056037903,2.9001104831695557,0.04573875293135643,14.131800651550293,-0.20109987024585507,149.12864969940506,0.0,77.36989584650138
1.0,1.155012845993042,4.390424849266941,0.09339675866932051,-9.800003051757812,-3.1393480861958674,0.03435997957490701,-0.1578674229597697,14.961665992656204,-0.10932554241676617,4.008018643478996,0.012924229726195335,2.893885850906372,0.03285589814186096,14.131800651550293,-0.34968195799325485,153.58922606261672,0.0,66.2466068748202
1.0,1.2050707340240479,3.5014433433093894,0.13380901062448394,-9.990005493164062,-3.1381242677766084,-0.10752707588076627,-0.15971969629353802,15.251163794238007,-0.08827521188104961,3.652255866536014,0.025387078523635864,3.041102409362793,0.03178073838353157,14.272984504699707,-0.6430211829414247,157.83813968955064,0.0,52.74825752227292
1.0,1.255201816558838,2.7592729650484675,0.162757418591506,-10.029998779296875,-3.137188825110339,-0.25588977147048925,-0.16162869272122246,15.298305811207593,-0.08040313511792462,3.8690821068994454,0.01444911677390337,3.000560998916626,0.02467947266995907,14.272984504699707,-0.9936193292866449,162.04823477822515,0.0,41.41440082656691
1.0,1.3052830696105957,1.9809540847321825,0.21518372600195845,-9.970001220703125,-3.1368944963802297,-0.4660434417638318,-0.16370414639611544,15.074221195096172,-0.07089937259734055,4.8941125247867845,-0.00981962215155363,3.268533945083618,0.015474837273359299,14.452669143676758,-1.2616039090618187,164.17618606085762,0.0,29.75149537089409
1.0,1.3554275035858154,0.9692564945537405,0.25139722664605235,-9.709991455078125,-3.136657683750566,-0.5898169508371888,-0.16500030784466535,15.446498540281018,-0.05078988155537989,3.812692889347641,-0.014339268207550049,3.124117374420166,0.012996096163988113,14.452669143676758,-1.3459228779290981,165.6760962244822,0.0,14.05158336699386
1.0,1.4056081771850586,0.383981258622582,0.279125001090203,-9.459991455078125,-3.137031442228822,-0.7375778193866971,-0.16632796343091086,15.38186061842891,-0.044435638473493924,4.2360557955837566,-0.022624634206295013,3.1644816398620605,0.007202593144029379,14.596936225891113,-1.4137646979935425,167.01114464517332,0.0,5.503287152241214
1.0,1.4557466506958008,-0.24752138111969252,0.3201110427884056,-9.069992065429688,-3.1376070636866378,-0.8926021777387876,-0.1673950990115344,15.395409153703934,-0.03230678077116364,4.449242736805616,-0.028469756245613098,3.1088740825653076,0.0006821548449806869,14.596936225891113,-1.3066907827828231,167.97916193792202,0.0,0.0
1.0,1.5058839321136475,-0.8559111429207836,0.3544755356300879,-8.55999755859375,-3.1391068762608576,-1.0388597558195019,-0.1678509438643325,15.519111686196585,-0.017905684562062874,4.396573546614068,-0.04231454059481621,3.1630570888519287,-0.004889569245278835,14.73431396484375,-1.1417873845898896,169.52571697879785,0.0,0.0
1.0,1.556032419204712,-1.3627426000723133,0.3815925813306156,-8.0,3.1399449326474493,-1.2258364302234275,-0.166850078435666,15.414278727828366,-0.006862125945340121,5.1434946576231315,-0.05659933015704155,3.0778579711914062,-0.009017253294587135,14.73431396484375,-0.712122738175168,171.80313086339072,0.0,0.0
1.0,1.606170654296875,-1.8926885830937756,0.41534634542867477,-7.17999267578125,3.1322331016286316,-1.3749202535182758,-0.16196536398601935,15.763059317995403,0.009952223858599615,4.667145929529965,-0.0642363503575325,3.2089900970458984,-0.0093735596165061,14.870920181274414,0.47203727202420964,174.4183989596578,0.0,0.0
1.0,1.6563260555267334,-2.219505259168227,0.43462961748469103,-6.459991455078125,3.0906714251037193,-1.5206311503870518,-0.12265704642976717,15.897896387008368,0.02154981506940728,4.766236575164842,-0.04409292712807655,3.1225342750549316,-0.008057493716478348,14.870920181274414,2.681314087585008,178.55565571844318,0.0,0.0
1.0,1.7064714431762695,-2.4226253334159824,0.4490857639500974,-5.720001220703125,0.025461314027916036,-1.4533516745122315,2.941133276111565,15.926772915716617,0.034401856464454865,5.209174520068654,-0.026622548699378967,3.293874740600586,-0.00794277060776949,15.086075782775879,0.0,180.0,0.0,0.0
