episode,time,x,y,z,roll,pitch,yaw,u,v,w,p,q,r,airspeed,action_1,action_2,action_3,throttle
1.0,0.0,0.0,0.0,0.0,-0.033333003673092235,0.033414909091007285,-0.21631375194195113,16.13217256708185,-0.05649301730284622,0.5688590553809229,-0.0038445955142378807,-0.007378778886049986,-0.010974481701850891,15.236878395080566,0.0,0.0,0.0,50.0
1.0,0.05006098747253418,0.6578839333052001,0.014446429759644233,0.0,-0.032399790528370685,0.034838629499324675,-0.21704421259442347,16.09153967970948,-0.051475261453934364,0.5939337561684833,0.04166183993220329,0.059319887310266495,-0.01337999664247036,15.236878395080566,9.549202002517063,180.0,0.0,52.67269529342227
1.0,0.10019755363464355,1.490536531605587,0.011530816177290515,0.0,-0.02656677623608639,0.06391008915238293,-0.21823561821302784,15.995082047000594,-0.049660027801163395,1.0836450970539382,0.14955702424049377,0.9241709113121033,-0.005862753838300705,15.203641891479492,9.281856133607448,179.11422329531797,0.0,52.78652659824707
1.0,0.15027856826782227,2.177957908699286,-0.004710380654315061,0.0,-0.01994741146357235,0.19830744988098734,-0.220111998571249,15.644222686245294,-0.060904526053693404,3.155862933290561,0.1271703839302063,3.045598268508911,0.03417648375034332,15.203641891479492,7.610820654570944,177.53627980968946,0.0,55.109327299910014
1.0,0.2004237174987793,3.0432339927969654,-0.0004588704961706602,-0.010009765625,-0.01466313755237857,0.3778369925953181,-0.2194317088225378,14.985516640200114,-0.10357082398271879,4.981351989316599,0.10003218054771423,3.846893310546875,0.08883467316627502,15.15326976776123,5.714512360215025,175.92277696429494,0.0,65.76081881740649
1.0,0.2509005069732666,3.7741424602858125,-0.007141738914437812,-0.100006103515625,-0.008597307967509281,0.5545090745653956,-0.21516269379359493,14.550880376648552,-0.16752849780371928,5.5835095941236474,0.06807773560285568,2.9358983039855957,0.10783057659864426,15.15326976776123,4.200679418260393,172.1899733494207,0.0,79.51287158415849
1.0,0.30105018615722656,4.585058760294311,-0.014833947751612508,-0.3400115966796875,-0.002992607668615341,0.6995236570820081,-0.21004727525739894,14.499529939691872,-0.20688937850557354,4.982989441673737,0.051145944744348526,3.085315465927124,0.10245603322982788,14.897823333740234,2.462947271861651,167.59962034521465,0.0,92.12207991826673
1.0,0.3511230945587158,5.255755745112302,-0.006867435402259092,-0.660003662109375,0.004410440838302589,0.8639917087888436,-0.20197456458132668,14.231063155669958,-0.2460113449036439,5.206066210590327,0.031142335385084152,3.2482635974884033,0.11739328503608704,14.897823333740234,0.8573189329756588,161.95747473782967,0.0,100.0
1.0,0.4126615524291992,5.861221480274073,-0.01323562132534395,-1.0800018310546875,0.018500275934196304,1.0488104789263675,-0.18597181824289244,14.031473080028524,-0.29679945579912503,5.379247028432513,0.012628587894141674,2.703550100326538,0.10149424523115158,14.602014541625977,-1.2634982103068069,157.99102582561994,0.0,100.0
1.0,0.4632079601287842,6.559514732310475,-0.02708770177820985,-1.790008544921875,0.039530393383217365,1.2148603593018263,-0.16298985329176446,14.163868408763923,-0.2870044490802681,4.764070845943368,-0.0062637184746563435,3.486133575439453,0.10220607370138168,14.602014541625977,-5.299938575309227,155.1981860301799,0.0,100.0
